titre,date,genre,durée,réalisateur,distributeur,acteurs,titre_original,nationalités,langue_d_origine,type_film,annee_production,budget,note_presse,note_spectateurs,nombre_article,recompenses,description,boxoffice
Souterrain,26/01/2022,,97.0,Sophie Dupuis, Les Alchimistes ,"Joakim Robillard,Théodore Pellerin,James Hyndman",,,Français,Long-métrage,2020,-,"3,3","2,7",12 articles de presse,,"Maxime, la vingtaine, travaille dans la mine d’or d’une petite ville du Québec. Ici, tout le monde se connaît et tout le monde connaît la mine. A l'origine d'un drame qui a failli coûter la vie à Julien, son ami d'enfance, il est en proie aux doutes et à la culpabilité. Lorsqu'une violente explosion retentit sous terre, Maxime voit l’occasion de se racheter : il descend dans l’antre de la mine avec la ferme intention de ramener chacun de ses collègues et amis vivants…",286
La Femme qui s’est enfuie,30/09/2020,,77.0,Hong Sang-Soo, Les Bookmakers / Capricci Films ,"Kim Min-Hee,Young-hwa Seo,Saebyuk Kim",Domangchin yeoja,,Coréen,Long-métrage,2020,-,"3,4","3,0",19 articles de presse,,"Pendant que son mari est en voyage d’affaires, Gamhee rend visite à trois de ses anciennes amies. A trois reprises, un homme surgit de manière inattendue et interrompt le fil tranquille de leurs conversations…",10 464
The Photograph,,Drame,107.0,Stella Meghie,,"Issa Rae,Lakeith Stanfield,Chanté Adams",,,Anglais,Long-métrage,2020,-,"3,0",,6 Critiques Spectateurs,,Des histoires d'amour s'entremêlent entre le passé et le présent.,12 181 865
Les Aventures d'un mathématicien,01/12/2021,Biopic,103.0,Thorsten Klein, Rezo Films ,"Philippe Tlokinski,Esther Garrel,Sam Keeley",Adventures Of A Mathematician,"Allemagne,Pologne,Grande-Bretagne","Anglais, Polonais",Long-métrage,2020,-,"2,5","2,8",8 articles de presse,,"1942, Nouveau Mexique. Stan Ulam, mathématicien polonais, rejoint un groupe secret de chercheurs venus du monde entier pour collaborer à la création de la bombe à hydrogène. Loin de sa famille restée en Europe et tiraillé entre questionnement éthique, avancée scientifique et urgence politique, il prend part à un épisode crucial de l’Histoire.",2 047
"Nadia, Butterfly",04/08/2021,,107.0,Pascal Plante, Les Alchimistes ,"Katerine Savard,Ariane Mainville,Hilary Caldwell",,,"Français, Anglais",Long-métrage,2020,-,"3,4","2,6",10 articles de presse,,"A 23 ans, Nadia prend la décision controversée de se retirer de la natation professionnelle et de s’affranchir d’une vie de sacrifices. Après une dernière course, les excès cachés du Village olympique offriront à Nadia un premier souffle de liberté. Mais à mesure qu’elle plonge dans l’inconnu, les doutes surgissent : qui est-elle réellement ?",105
Bill & Ted Face The Music,,"Aventure,Science fiction,Musical",92.0,Dean Parisot,,"Keanu Reeves,Alex Winter,Kristen Schaal",,,Anglais,Long-métrage,2020,-,"1,7",,13 Critiques Spectateurs,,La suite du film,773 108
Les Enfants du soleil,29/12/2021,,99.0,Majid Majidi, Bodega Films ,"Ali Nassirian,Javad Ezati,Tannaz Tabatabaei",Khorshid,,Farsi,Long-métrage,2020,-,"3,6","3,8",11 articles de presse,,"A Téhéran, Ali, 12 ans, et ses trois amis, travaillent dur pour assurer leur survie et soutenir financièrement leurs familles. Ils font des petits boulots dans un garage et commettent de menus larcins pour gagner de l'argent facile. Ils sont embaucher par un mafieux pour déterrer un trésor enfoui sous l’école du Soleil. Les enfants doivent s'y inscrire. Ils devront trouver toutes les parades possibles pour creuser un tunnel tout en suivant leurs cours...",2 044
Si le vent tombe,26/05/2021,,100.0,Nora Martirosyan, Arizona Distribution ,"Grégoire Colin,Hayk Bakhryan,Arman Navasardyan",Should the Wind Fall,"France,Arménie,Belgique","Arménien, Anglais, Russe",Long-métrage,2020,-,"3,5","3,4",16 articles de presse,,"Auditeur international, Alain débarque dans une petite république auto-proclamée du Caucase afin d’expertiser la possibilité d’ouverture de son aéroport. Au contact des habitants du Haut-Karabagh et d’un mystérieux enfant, Alain s’ouvre à un monde nouveau et risque le tout pour le tout.",8 632
Zébulon le dragon et les médecins volants,20/10/2021,"Famille,Aventure",43.0,Sean Mullen, Les Films du Préau ,"Lenny Henry,Patsy Ferran,Daniel Ings",Zog and the Flying Doctors,,Anglais,Long-métrage,2020,-,"3,4","3,0",2 Critiques Spectateurs,,,14 300
Adiós entusiasmo,15/03/2023,,79.0,Vladimir Durán, Bodega Films ,"Camilo Castiglione,Laila Maltz,Mariel Fernandez",,"Argentine,Colombie",Espagnol,Long-métrage,2020,-,"2,3","2,2",7 articles de presse,,"Axel, 10 ans, vit avec sa mère Margarita et ses trois sœurs, âgées d’une vingtaine d’années. Leur appartement est comme une caverne confortable où ils jouent de la musique, mangent, dorment et discutent dans une atmosphère chaleureuse alors que Margarita vit enfermée dans sa chambre pour une raison mystérieuse.",88
Dream Horse,04/08/2021,"Drame,Comédie",113.0,Euros Lyn, Eurozoom ,"Toni Collette,Damian Lewis,Owen Teale",,"Grande-Bretagne,U.S.A.",Anglais,Long-métrage,2020,-,"2,7","2,6",11 articles de presse,,"L’histoire vraie de Jon Vokes, une Galloise qui pour s’affranchir de son quotidien morose fonde un syndicat ouvrier pour entraîner un cheval de course. Avec peu d’expérience mais beaucoup de passion, Jan redonne la flamme à sa communauté.",7 368
Four Good Days,,,100.0,Rodrigo García,"
1 nomination
","Mila Kunis,Glenn Close,Stephen Root",,,Anglais,Long-métrage,2020,-,"3,5",,6 Critiques Spectateurs,,Une mère aide sa fille pendant quatre jours cruciaux de sa désintoxication.,298 358
100% loup,28/10/2020,"Fantastique,Famille",96.0,Alexs Stadermann, Alba Films ,"Adrien Dussaiwoir,Jerra Wright-Smith,Damien Locqueneux",100% Wolf,,Anglais,Long-métrage,2020,-,"3,2","2,1",13 Critiques Spectateurs,,"Freddy Lupin et sa famille cachent depuis des siècles un grand secret. Le jour, ils sont des humains ordinaires. Mais dès la tombée de la nuit, ils deviennent des loups-garous ! Le jour de son quatorzième anniversaire, Freddy s’attend à se transformer en loup-garou pour la première fois. Mais le soir de son initiation rien ne se déroule comme prévu et le voilà qui devient … un mignon petit caniche rose au caractère bien trempé. Sacrilège pour sa famille ! Freddy n’a plus désormais qu’un objectif : démontrer qu’il est bel et bien 100% Loup !",14 488
Berlin Alexanderplatz,11/08/2021,,183.0,Burhan Qurbani, Le Pacte ,"Welket Bungué,Jella Haase,Albrecht Schuch",,"Allemagne,Pays-Bas",Allemand,Long-métrage,2020,-,"3,3","3,4",15 articles de presse,4 nominations,,2 908
Grandir c’est chouette !,20/10/2021,,52.0,Irene Iborra, Cinéma Public Films ,,,"France,Belgique,Espagne",-,Long-métrage,2020,-,"3,7","2,7",1 Critique Spectateur,,"Avez-vous peur du noir ? Avez-vous déjà lancé une ""bouteille à la mer"" ? Êtes-vous déjà descendu dans un puits à la recherche de votre destin ? Dans son nouveau programme, La Chouette du cinéma revient vous présenter trois histoires d'enfants qui ouvrent grand leurs ailes !",15 835
Cigare au miel,06/10/2021,,96.0,Kamir Aïnouz, Paname Distribution ,"Zoé Adjani,Amira Casar,Lyes Salem",,"France,Belgique,Algérie",Français,Long-métrage,2020,-,"2,6","2,3",17 articles de presse,2 nominations,"Selma, 17 ans, vit dans une famille berbère et laïque, à Neuilly-sur-Seine, en 1993. Lorsqu’elle rencontre Julien, un garçon provocateur, elle réalise à quel point les diktats du patriarcat contrôlent son intimité. Alors que Selma décide de découvrir la puissance et les dangers de son propre désir, l’équilibre de sa famille se fissure et la terreur du fondamentalisme émerge dans son pays d’origine.",4 201
Digger,21/07/2021,,101.0,Georgis Grigorakis, JHR Films ,"Vangelis Mourikis,Argyris Pandazaras,Sofia Kokkali",,"Grèce,France",Grec,Long-métrage,2020,-,"3,6","3,1",9 articles de presse,3 nominations,"Quelque part au nord de la Grèce, à la frontière de la Macédoine.",1 524
True Mothers,28/07/2021,,140.0,Naomi Kawase, Haut et Court ,"Arata Iura,Hiromi Nagasaku,Aju Makita",Asa ga Kuru,,Japonais,Long-métrage,2020,-,"3,6","3,8",18 articles de presse,,"Satoko et son mari sont liés pour toujours à Hikari, la jeune fille de 14 ans qui a donné naissance à Asato, leur fils adoptif. Aujourd’hui, Asato a 6 ans et la famille vit heureuse à Tokyo. Mais Hikari souhaite reprendre le contact avec la famille, elle va alors provoquer une rencontre…",11 839
Ma mère est un gorille (et alors?),22/09/2021,Famille,72.0,Linda Hambäck, Les Films du Préau ,"Rebecca Gerstmann,Pernilla August,Melinda Kinnaman",Apstjärnan,,Suédois,Long-métrage,2020,-,"3,1","3,2",5 Critiques Spectateurs,5 nominations,"Ce que souhaite Jonna par dessus-tout, c'est de trouver une famille adoptive... elle accepterait n'importe quel parent qui puisse lui donner de l'amour. La surprise est de taille lorsqu'une femelle gorille se présente un jour à l'orphelinat pour être sa nouvelle maman !",5 076
Summertime,15/09/2021,"Drame,Musical",95.0,Carlos Lopez Estrada, Metropolitan FilmExport ,"Tyris Winter,Marquesha Babers,Maia Mayor",,,Anglais,Long-métrage,2020,-,"3,1","3,8",9 articles de presse,,Les vies de 25 jeunes habitants de Los Angeles s'entrecroisent pendant une chaude journée d'été.,4 405
Summertime,,,,Peter Saji, Sony Pictures Releasing France ,,,,Anglais,Long-métrage,2022,-,,,,,D'après la chanson de hip-hop de 1991 de Will Smith à l'époque star du Prince de Bel-Air et de DJ Jazzy Jeff (Jazz dans la même série).,4 405
L'Oubli que nous serons,09/06/2021,"Historique,Biopic",136.0,Fernando Trueba, Nour Films ,"Javier Cámara,Nicolas Reyes,Juan Pablo Urrego",El olvido que seremos,,Espagnol,Long-métrage,2020,-,"3,4","3,5",16 articles de presse,,,8 267
Moneyboys,16/03/2022,,118.0, C.B. Yi, ARP Sélection ,"Kai Ko,Bai Yufan,J.C. Lin",,"France,Autriche,Belgique,Taïwan",Mandarin,Long-métrage,2020,-,"3,7","3,7",22 articles de presse,8 nominations,"Pour subvenir aux besoins de sa famille, le jeune Fei, originaire d’un petit village de Chine, se prostitue dans la grande ville.",8 223
Louloute,18/08/2021,,88.0,Hubert Viel, Tandem ,"Alice Henri,Laure Calamy,Bruno Clairefond",,,Français,Long-métrage,2020,-,"3,5","3,2",20 articles de presse,,"Années 80, Normandie. Entre les vaches, le Club Do' et les gros pulls en laine, Louloute rêve, tombe amoureuse et se dispute avec ses proches. Alors que la ferme familiale s'endette, sa vie va changer à jamais.",11 005
Un fils du sud,16/03/2022,Drame,106.0,Barry Alexander Brown, Star Invest Films France ,"Lucas Till,Lucy Hale,Lex Scott Davis",Son of the South,,Anglais,Long-métrage,2020,-,"2,9","3,3",13 articles de presse,,"D'après l'ouvrage de Bob Zellner,",9 703
La Voix du succès,14/07/2020,"Romance,Drame",114.0,Nisha Ganatra, Universal Pictures International France ,"Dakota Johnson,Tracee Ellis Ross,Kelvin Harrison Jr.",The High Note,,Anglais,Long-métrage,2020,-,"2,5","2,3",14 articles de presse,,"Grace Davis est une superstar de la musique à l’ego surdimensionné mais proportionnel à son talent. Son assistante personnelle, Maggie, s'affaire à des tâches ingrates alors qu’elle rêve depuis qu’elle est enfant de devenir productrice de musique. Lorsque le manager de Grace lui fait une proposition qui pourrait transformer sa carrière, elle et Grace élaborent un plan qui pourrait changer leur vie pour toujours.",22 418
Monster Family : en route pour l'aventure !,15/12/2021,"Famille,Fantastique",103.0,Holger Tappe, Metropolitan FilmExport ,"Emily Watson,Nick Frost,Jessica Brown Findlay",Happy Family 2,,Anglais,Long-métrage,2020,-,"1,9",,45 Photos,,"La famille Wishbone est loin d’être une famille comme les autres car depuis qu’ils ont été frappés par un sortilège, ils peuvent se transformer en monstres aux super-pouvoirs : Emma, la mère, en vampire ; Frank, le père, en créature de Frankenstein, Fay, leur fille aînée, en momie et le petit Max, en loup-garou. Cela ne les empêche pas de mener une existence… presque normale, entourés d’autres créatures singulières ! Mais un jour, la chasseuse de monstres, Mila Starr, capture leurs amis Baba Yaga et Renfield. Les Wishbone se lancent alors dans une mission de sauvetage qui va les conduire à travers le monde et leur permettre de faire de nouvelles rencontres monstrueuses en cours de route.",21 493
French Exit,,Comédie,110.0,Azazel Jacobs, Sony Pictures Releasing France ,"Michelle Pfeiffer,Lucas Hedges,Valerie Mahaffey",,"Canada,Irlande,France",Anglais,Long-métrage,2020,-,"2,1",,23 Critiques Spectateurs,2 nominations,"Frances Price est une mondaine sans le sou de Manhattan. Elle avait planifié de mourir avant que son argent ne soit épuisé mais son but ne s'est pas concrétisé. Après avoir dilapidé son vaste héritage, elle encaisse le dernier de ses biens et décide de vivre anonymement dans un modeste appartement parisien, accompagnée de son fils Malcolm et de leur chat "" Small Frank "".",174 378
Les Graines que l'on sème,23/02/2022,,77.0,Nathan Nicholovitch, Nour Films ,"Ghaïs Ourabah-Bertout,Clémentine Billy,Marie Clément",,,Français,Long-métrage,2020,-,"3,0","3,0",7 articles de presse,,"Accusée d’avoir tagué « MACRON DÉMISSION » sur un mur de son lycée, Chiara n’est pas sortie vivante de sa garde à vue. Bouleversés, ses camarades de classe décident alors de prendre la parole...",859
La Chouette en toque,14/10/2020,,52.0,Pascale Hecquet, Cinéma Public Films ,,,"Belgique,France",Français,Long-métrage,2020,-,"3,8","3,2",2 Critiques Spectateurs,,"Dans ce programme, la Chouette du cinéma aborde avec humour la chaîne alimentaire, invite les enfants à la pâtisserie et évoque la valeur affective de notre nourriture. Elle présente l’adaptation d’un conte japonais burlesque et enchante une chanson populaire vieille de cent cinquante ans ! En plus des cinq fruits et légumes par jour, voici cinq contes gourmands que la Chouette « en toque » a mitonnés avec la magie du cinéma d’animation.",11 185
De l’or pour les chiens,30/06/2021,Drame,99.0,Anna Cazenave Cambet, Rezo Films ,"Tallulah Cassavetti,Ana Neborac,Corentin Fila",,,Français,Long-métrage,2020,900 000 €,"3,5","2,5",19 articles de presse,3 nominations,,2 612
Petite soeur,06/10/2021,,99.0,Véronique Reymond, Arizona Distribution ,"Nina Hoss,Lars Eidinger,Marthe Keller",Schwesterlein,,"Allemand, Français, Anglais",Long-métrage,2020,-,"3,4","3,2",14 articles de presse,,"Lisa est une dramaturge allemande qui a abandonné ses ambitions artistiques pour suivre son mari en Suisse et se consacrer à sa famille. Lorsque son frère jumeau Sven, célèbre acteur de théâtre berlinois, tombe malade, Lisa remue ciel et terre pour le faire remonter sur scène. Cette intense relation fraternelle renvoie Lisa à ses aspirations profondes et ravive en elle son désir de créer, de se sentir vivante.",5 741
After Love,29/09/2021,,89.0,Aleem Khan, Rezo Films ,"Joanna Scanlan,Nathalie Richard,Nasser Memarzia",,"Grande-Bretagne,France","Anglais, Français, Arabe, Urdu",Long-métrage,2020,-,"3,1","3,8",16 articles de presse,3 prix et 3 nominations,"Situé dans la ville côtière de Douvres au sud de l’Angleterre, After Love suit Mary Hussain, qui, après le décès inattendu de son mari, découvre qu’il cachait un secret à seulement 34km de l’autre côté de la Manche, à Calais.",11 721
