titre,date,genre,durée,réalisateur,distributeur,acteurs,titre_original,nationalités,langue_d_origine,type_film,annee_production,budget,note_presse,note_spectateurs,nombre_article,recompenses,description
Space Jam - Nouvelle ère,21/07/2021,"Comédie,Famille",116,Malcolm D. Lee, Warner Bros. France ,"LeBron James,Don Cheadle,Sonequa Martin-Green",Space Jam: A New Legacy,,Anglais,Long-métrage,2021,-,"2,3","2,0",16 articles de presse,3 prix et 1 nomination,"Bienvenue au Jam ! Champion de la NBA et icône planétaire, LeBron James s'engage dans une aventure rocambolesque aux côtés de Bugs Bunny dans SPACE JAM - NOUVELLE ÈRE. LeBron et son jeune fils Dom sont retenus prisonniers dans un espace numérique par une intelligence artificielle malveillante. Le joueur de basket doit ramener son petit garçon sain et sauf chez lui, en faisant triompher Bugs, Lola Bunny et leurs camarades Looney Tunes face aux champions numérisés de l'intelligence artificielle : une équipe de stars de la NBA et de la WNBA gonflés à bloc comme on ne les a jamais vus !"
The Lost Daughter,,,122,Maggie Gyllenhaal,"
1 prix et 10 nominations
","Olivia Colman,Jessie Buckley,Dakota Johnson",,"U.S.A.,Grèce",Anglais,Long-métrage,2021,-,"3,4","2,9",20 articles de presse,1 prix et 10 nominations,"Lors de vacances à la mer en solitaire, Leda est fascinée par une jeune mère et sa fille qu'elle observe sur la plage. Bouleversée par leur relation fusionnelle (ainsi que par leur grande famille bruyante et intimidante), Leda est submergée par la terreur, la confusion et l'intensité de ses souvenirs de maternité précoce. Un acte impulsif la replonge dans les méandres étranges et inquiétants de son esprit, l'obligeant à affronter les choix peu conventionnels qui ont été les siens en tant que jeune mère et leurs conséquences."
Le Trésor du Petit Nicolas,20/10/2021,Famille,103,Julien Rappeneau, Warner Bros. France ,"Ilan Debrabant,Audrey Lamy,Jean-Paul Rouve",,"France,Belgique",Français,Long-métrage,2021,-,"2,9","2,6",20 articles de presse,,"Dans le monde paisible du Petit Nicolas, il y a Papa, Maman, l’école, mais surtout, sa bande de copains. Ils s’appellent Les Invincibles, mais ils sont avant tout inséparables. Du moins le pensent-ils. Car quand Papa reçoit une promotion et annonce que la famille doit déménager dans le sud de la France, le petit monde de Nicolas s’effondre."
Red Rocket,02/02/2022,Comédie,131,Sean Baker, Le Pacte ,"Simon Rex,Bree Elrod,Suzanna Son",,,Anglais,Long-métrage,2021,-,"3,6","3,3",30 articles de presse,2 prix et 15 nominations,"Mikey Saber revient dans sa ville natale du Texas après des années de carrière de pornstar à Los Angeles. Il n'y est pas vraiment le bienvenu... Sans argent, sans emploi, il doit retourner vivre chez son ex-femme et sa belle-mère… Pour payer son loyer, il reprend ses petites combines mais une rencontre va lui donner l’espoir d’un nouveau départ."
Meg Rising,,Science fiction,83,Brian Nowak,,"Tom Sizemore,O'Shay Neal",Megalodon Rising,,"Anglais, Mandarin",Long-métrage,2021,-,"1,1",,19 Critiques Spectateurs,,"Le plus grand prédateur aquatique de l’histoire, que l’on croyait éteint depuis 2 millions d’années, refait surface. L’armada de navires de guerre modernes envoyés pour le détruire s’avère inefficace. Ce gigantesque mégalodon n’a rien perdu de son incroyable instinct tueur et combatif dont la nature l’avait doté…"
Meilleurs ennemis,,Comédie,103,Peter Hutchings, Metropolitan FilmExport ,"Lucy Hale,Austin Stowell,Damon Daunno",The Hating Game,,Anglais,Long-métrage,2021,-,"3,0",,7 Critiques Spectateurs,,"Lucy et Joshua se détestent, mais sont obligés de travailler dans le même bureau. Tous deux ambitieux, ils se retrouvent en concurrence pour la même promotion, chacun semblant plus déterminé à battre l’autre. Alors que les coups bas s’enchaînent, ils vont vite réaliser qu’entre la haine et l’amour il n’y a qu’un pas…"
Sublime,17/05/2023,Romance,100,Mariano Biasin, Outplay Films ,"Martin Miller,Teo Inama Chiabrando,Azul Mazzeo",,,Espagnol,Long-métrage,2021,-,"2,8","2,7",12 articles de presse,,"Manuel, 16 ans, est un adolescent comme les autres. Dans sa petite ville côtière d’Argentine, il traîne avec ses amis et sa petite-amie, va à la plage, et joue de la basse dans un groupe de rock. Une routine parfaite pour un garçon de son âge. Mais sa vie se complique lorsqu’il commence à ressentir quelque chose de spécial pour son meilleur ami Felipe."
Entre la vie et la mort,29/06/2022,Drame,105,Giordano Gederlini, Le Pacte ,"Antonio de la Torre,Marine Vacth,Olivier Gourmet",,"Belgique,France,Espagne",Français,Long-métrage,2021,-,"3,0","3,0",23 articles de presse,7 nominations,"Leo Castaneda est espagnol, il vit à Bruxelles, où il conduit les métros de la ligne 6. Un soir, il croise le regard d’un jeune homme au bord du quai. Des yeux fiévreux de détresse, un visage familier… Leo reconnait son fils Hugo, lorsque celui-ci disparait tragiquement sur les rails ! Leo qui ne l’avait pas revu depuis plus de deux ans, va découvrir qu’Hugo était impliqué dans un braquage sanglant. Il va devoir affronter de violents criminels pour tenter de comprendre les raisons de la mort de son fils."
Clean,,Thriller,93,Paul Solet,,"Adrien Brody,Glenn Fleshler,Richie Merritt",,,Anglais,Long-métrage,2021,-,"2,2",,14 Critiques Spectateurs,,"Un homme, au passé criminel, cherche à se racheter. Il consacre sa vie à la sécurité d'une jeune fille qui lui rappelle son propre enfant. Lorsque cette dernière se retrouve en danger, il doit replonger dans un monde empli de violence..."
Farha,,,92,Darin J. Sallam,,"Karam Taher,Ashraf Barhom,Ali Suliman",,"Jordanie,Suède,Arabie Saoudite","Arabe, Hebreu, Anglais",Long-métrage,2021,-,"4,3",,63 Critiques Spectateurs,,"Dans la Palestine de 1948, une jeune fille de 14 ans assiste, depuis un garde-manger fermé à clé, à la catastrophe qui dévaste sa maison..."
El buen patrón,22/06/2022,,120,Fernando León de Aranoa, Paname Distribution ,"Javier Bardem,Manolo Solo,Almudena Amor",,,Espagnol,Long-métrage,2021,-,"3,6","3,9",22 articles de presse,,Un ex-employé viré qui proteste bruyamment et campe devant l’usine…
Oxygène,,"Thriller,Drame",100,Alexandre Aja,,"Mélanie Laurent,Mathieu Amalric,Malik Zidi",O2,"U.S.A.,France",Français,Long-métrage,2021,-,"3,7","3,0",25 articles de presse,,"Une jeune femme se réveille seule dans une unité cryogénique. Elle ne sait plus qui elle est, ni comment elle a pu finir enfermée dans une capsule de la taille d'un cercueil. Tandis qu'elle commence à manquer d'oxygène, elle va devoir recomposer les éléments de sa mémoire pour sortir de ce cauchemar."
The Last Son,,Action,98,Tim Sutton,"
5 nominations
","Sam Worthington, Machine Gun Kelly,Thomas Jane",,,Anglais,Long-métrage,2021,-,"2,0",,27 Critiques Spectateurs,5 nominations,"Sierra Nevada, à la fin du XIXème siècle. Un hors-la-loi vieillissant et repenti est convaincu que le mal coule dans ses veines et celles de ses descendants. Il part alors retrouver, Cal, sa progéniture afin de le tuer..."
Kate,,"Thriller,Aventure",106,Cedric Nicolas-Troyan,"
1 nomination
","Mary Elizabeth Winstead,Woody Harrelson,Michiel Huisman",,,Anglais,Long-métrage,2021,-,"3,0","2,9",5 articles de presse,,"Minutieuse et prodigieusement douée, Kate est l'exemple même de la machine à tuer parfaitement rodée et au sommet de son art. Mais voilà qu'un jour elle échoue à éliminer sa cible, un yakuza à Tokyo. Elle découvre alors qu'elle a été empoisonnée et va subir une exécution par mort lente qui lui laisse moins de 24 heures pour se venger de ses assassins. Tandis que son corps se délabre à vitesse grand V, Kate se lie d'amitié avec la fille de l'une de ses anciennes victimes."
Haut et Fort,17/11/2021,Drame,102,Nabil Ayouch, Ad Vitam ,"Ismail Adouab,Anas Basbousi,Meriem Nekkach",,"Maroc,France",Arabe,Long-métrage,2021,-,"3,2","3,0",22 articles de presse,1 prix et 11 nominations,"Anas, ancien rappeur, est engagé dans un centre culturel d’un quartier populaire de Casablanca. Encouragés par leur nouveau professeur, les jeunes vont tenter de se libérer du poids de certaines traditions pour vivre leur passion et s’exprimer à travers la culture hip hop…"
Un espion ordinaire,23/06/2021,"Espionnage,Thriller,Biopic",112,Dominic Cooke, SND ,"Benedict Cumberbatch,Merab Ninidze,Rachel Brosnahan",The Courier,"Grande-Bretagne,U.S.A.",Anglais,Long-métrage,2021,-,"3,1","3,9",17 articles de presse,,"1960. Modeste représentant de commerce anglais, Greville Wynne se retrouve plongé au cœur de la guerre froide. À la demande du MI-6 et de la CIA, il noue une alliance aussi secrète que périlleuse avec le colonel soviétique Oleg Penkovsky. Objectif : fournir les renseignements nécessaires aux Occidentaux pour éviter un affrontement nucléaire et désamorcer la crise des missiles de Cuba. Il entame alors une série d'allers-retours entre Londres et Moscou en prenant de plus en plus de risques…"
Gold,,,99,Anthony Hayes,,"Zac Efron,Anthony Hayes,Susie Porter",,,Anglais,Long-métrage,2021,-,"2,0",,26 Critiques Spectateurs,,"Deux hommes traversent le désert. Ils découvrent un gisement d'or, ils élaborent alors un plan pour protéger et extraire leur butin. Un des hommes part à la recherche de l'équipement nécessaire. L'autre doit rester sur place. Le temps passe et ce dernier doit affronter les rudes conditions climatiques et les animaux sauvages..."
The Tragedy of Macbeth,,,105,Joel Coen,"
5 nominations
","Denzel Washington,Frances McDormand,Alex Hassell",,,Anglais,Long-métrage,2021,-,"3,6","3,3",15 articles de presse,5 nominations,Une nouvelle adaptation de
Les Enfants Des Justes,,Historique,90,Fabien Onteniente, France 2 ,"Mathilde Seigner,Gérard Lanvin,Philippe Torreton",,,Français,Télefilm,2021,-,"3,3","3,3",6 articles de presse,,
La Femme à la fenêtre,,,100,Joe Wright,"
5 nominations
","Amy Adams,Anthony Mackie,Fred Hechinger",The Woman in the Window,,Anglais,Long-métrage,2021,-,"2,5","2,5",11 articles de presse,5 nominations,"Anna Fox, une psychologue pour enfants agoraphobe vivant cloîtrée dans sa demeure new-yorkaise, se met à espionner par la fenêtre la famille d'allure parfaite qui s'est installée de l'autre côté de la rue. Sa vie bascule quand elle assiste par hasard à un crime épouvantable."
La Vengeance au triple galop,04/10/2021,,90,Alex Lutz, Canal + ,"Alex Lutz,Audrey Lamy,Leïla Bekhti",,,Français,Télefilm,2021,-,"2,0",,34 Critiques Spectateurs,,"Après la mort de son père, Stéphanie Harper, riche héritière, se retrouve à la tête d’un empire dont elle n’a jamais rêvé. Quelques années plus tard, elle se marie en grandes pompes avec Craig Danners, trois semaines après leur « coup de foudre ». Cet homme est une star grâce à la marche rapide, sport dont il est la référence dans le monde entier. Il n’est pas pour autant le mari rêvé...Craig entretient une liaison avec Crystal, la meilleure amie de Stéphanie. Le couple d’amants conçoit pour Stéphanie un plan machiavélique visant à se débarrasser d’elle et récupérer sa fortune."
Contes du hasard et autres fantaisies,06/04/2022,Romance,121,Ryūsuke Hamaguchi, Diaphana Distribution ,"Kotone Furukawa,Ayumu Nakajima, Hyunri",Guzen to sozo,,Japonais,Long-métrage,2021,-,"4,4","3,8",27 articles de presse,1 prix et 7 nominations,"Un triangle amoureux inattendu, une tentative de séduction qui tourne mal et une rencontre née d’un malentendu. La trajectoire de trois femmes qui vont devoir faire un choix…"
Champagne !,08/06/2022,,103,Nicolas Vanier, SND ,"Elsa Zylberstein,François-Xavier Demaison,Stéphane De Groodt",,,Français,Long-métrage,2021,-,"3,0","2,2",11 articles de presse,,"Jean, Patrick, Joanna, Romane et Guillaume se connaissent maintenant depuis plus de 30 ans. Leurs mariages et leurs enfants n'ont pas réussi à les éloigner et justement, ce week-end, la bande de cinquantenaires se retrouve en Champagne pour l'enterrement de vie de garçon de Patrick, le dernier célibataire de la bande. Mais la future épouse, arrivée à l'improviste, ne semble pas faire l'unanimité... Dans ce sublime vignoble, au fil des fous rires, des engueulades et des réconciliations, les tensions rejaillissent... car en amitié, tout le monde trinque !"
Comment je suis devenu super-héros,,"Action,Aventure,Drame,Science fiction",97,Douglas Attal,"
2 nominations
","Pio Marmaï,Leïla Bekhti,Vimala Pons",,"France,Belgique",Français,Long-métrage,2021,-,"3,3","2,8",13 articles de presse,2 nominations,"Paris 2020. Dans une société où les surhommes sont banalisés et parfaitement intégrés, une mystérieuse substance procurant des super-pouvoirs à ceux qui n’en ont pas se répand. Face aux incidents qui se multiplient, les lieutenants Moreau et Schaltzmann sont chargés de l’enquête. Avec l’aide de Monté Carlo et Callista, deux anciens justiciers, ils feront tout pour démanteler le trafic. Mais le passé de Moreau ressurgit, et l’enquête se complique..."
Ron Débloque,20/10/2021,"Famille,Aventure,Science fiction",107,Sarah Smith, The Walt Disney Company France ,"Jack Dylan Grazer,Zach Galifianakis,Ed Helms",Ron's Gone Wrong,"U.S.A.,Grande-Bretagne,Canada",Anglais,Long-métrage,2021,-,"3,5","3,9",65 Critiques Spectateurs,,"L'histoire de Barney, un collégien tout ce qu’il y a de plus normal, et de Ron, une prouesse technologique connectée capable de marcher et de parler, et conçue pour être son meilleur ami. Les dysfonctionnements de Ron à l’ère des réseaux sociaux entrainent le duo dans d’incroyables péripéties au cours desquelles garçon et robot vont découvrir la notion d’amitié sincère au milieu d’un joyeux désordre..."
Bliss,,"Science fiction,Romance",104,Mike Cahill,,"Owen Wilson,Salma Hayek,Madeline Zima",,,Anglais,Long-métrage,2021,-,"2,8","2,3",6 articles de presse,,"Récemment divorcé, Greg, dont la vie va à vau-l'eau, rencontre la délicieuse Isabel, une femme vivant dans la rue, convaincue que le monde brisé et pollué autour d'eux n'est pas réel. Elle est persuadée qu'ils vivent dans une simulation laide et et rude à l'intérieur d'un autre vrai monde, beau et en paix. D'abord sceptique, Greg finit par découvrir qu'il y a peut être une part de vrai dans la théorie du complot d'Isabel."
Hypnotique,,Thriller,88,Matt Angel,,"Kate Siegel,Jason O'Mara,Dule Hill",Hypnotic,,Anglais,Long-métrage,2021,-,"1,8",,32 Critiques Spectateurs,,"Coincée tant sur le plan personnel que professionnel, Jenn se tourne vers un mystérieux hypnothérapeute, mais elle se retrouve prise dans un jeu de manipulation mortel."
La Revanche des Crevettes Pailletées,13/04/2022,,113,Cédric Le Gallo, Universal Pictures International France ,"Nicolas Gob,Michaël Abiteboul,Bilal El Atreby",,,Français,Long-métrage,2021,"6,2 M€","3,3","3,6",16 articles de presse,3 nominations,
Perdus dans l'Arctique,,Drame,102,Peter Flinth,"
1 nomination
","Nikolaj Coster-Waldau,Joe Cole,Charles Dance",Against The Ice,"Islande,Danemark,U.S.A.",Anglais,Long-métrage,2021,-,"3,5","3,6",4 articles de presse,,"En 1909, une expédition danoise en Alabama, menée par le Capitaine Ejnar Mikkelsen, a pour but de réfuter l'appartenance du nord-est du Groenland aux Etats-Unis, une appartenance ancrée dans l'idée que le Groenland est divisé en deux territoires différents. Laissant son équipage à bord du bateau, Mikkelsen part en traîneau sur la glace en compagnie de son novice Iver Iversen."
